Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2000-01-03,0.8410475254058838,0.8452736655130554,0.7640335754802626,0.7879831740651979,535796800
2000-01-04,0.7701390385627747,0.8311860568351052,0.7602773062311567,0.813341674213349,512377600
2000-01-05,0.7814082503318787,0.8307160864269021,0.7738951859673484,0.7795299717011659,778321600
2000-01-06,0.7137864828109741,0.8039491770324938,0.7137864828109741,0.7973752266733689,767972800
2000-01-07,0.7475979328155518,0.7588684094308956,0.7175440140051559,0.7250570799015257,460734400
2000-01-10,0.734449565410614,0.7682600578112662,0.711908702121071,0.7663817779330223,505064000
2000-01-11,0.6968814730644226,0.7466589074428466,0.6799762577084082,0.7208310757139531,441548800
2000-01-12,0.6550872921943665,0.717543827587249,0.6499211860968733,0.7137864178444501,976068800
2000-01-13,0.7269353866577148,0.7419623727524206,0.6950031854116815,0.7099123495746988,1032684800
2000-01-14,0.7546414732933044,0.768259711019861,0.7466588250328903,0.7513544975297026,390376000
2000-01-18,0.7809387445449829,0.7964361112168404,0.7546413380813738,0.7588682802152797,459177600
2000-01-19,0.8006625175476074,0.8170982024590331,0.7767129123537344,0.7936181796640565,597643200
2000-01-20,0.8527877330780029,0.9128955781939601,0.8527877330780029,0.8678146692778237,1831132800
2000-01-21,0.8363518118858337,0.8584223279286709,0.8278987797140057,0.8584223279286709,495924800
2000-01-24,0.7983144521713257,0.8471518588281942,0.7898613697774132,0.8147500817012866,440876800
2000-01-25,0.8433954119682312,0.8499702665440544,0.7691997013886331,0.7889223590994574,497145600
2000-01-26,0.8278987407684326,0.8579527053231903,0.8246118156751591,0.8264900442546516,367158400
2000-01-27,0.8264903426170349,0.8490312505161031,0.8039494848763084,0.8175677253977571,340144000
2000-01-28,0.7635640501976013,0.8330641372595451,0.7560509841194963,0.8128719476970554,423348800
2000-01-31,0.7795300483703613,0.7804692128572478,0.7100300204827252,0.7588683293422099,701680000
2000-02-01,0.7532328963279724,0.7889225132400721,0.7513546670321917,0.781408592890098,318035200
2000-02-02,0.7424319982528687,0.7673207165874963,0.7288137082381743,0.7569902555422288,464195200
2000-02-03,0.776243269443512,0.7832876063227459,0.7532327821697146,0.7537023645016622,475193600
2000-02-04,0.8114632368087769,0.8264901712365699,0.7785910214844726,0.7809388828070486,425320000
2000-02-07,0.8570135831832886,0.8584223299249386,0.7959665869286447,0.811463152195077,441067200
2000-02-08,0.8631191849708557,0.8725104322430638,0.8358826016743236,0.8565443287767457,408643200
2000-02-09,0.8462128639221191,0.880024197107524,0.8448042172074587,0.8574833417561449,299364800
2000-02-10,0.8527877330780029,0.855605126870666,0.8264902686991258,0.8480920098791151,302982400
2000-02-11,0.8170979619026184,0.8574831899600267,0.813341404134075,0.8537266321914833,212251200
2000-02-14,0.8701625466346741,0.8706321290218016,0.8161590172064371,0.8213242729898178,367539200
2000-02-15,0.8941120505332947,0.9011563874469644,0.8654668259277702,0.8659364082620133,485744000
2000-02-16,0.8574833273887634,0.8875381016370432,0.8424563916896421,0.8847199054048898,378246400
2000-02-17,0.8631191849708557,0.8678148086069597,0.8499704757495381,0.8654669967889077,289497600
2000-02-18,0.8358826041221619,0.8668756462916626,0.8330643571770413,0.8612408577851604,233441600
2000-02-22,0.8551352024078369,0.8786152134421391,0.8016012306808133,0.8274291023752582,422296000
2000-02-23,0.873449444770813,0.8941120711199664,0.8340033239861085,0.850791620117707,473099200
2000-02-24,0.8655838370323181,0.8950512584939071,0.8396389854646263,0.8814329688754805,376432000
2000-02-25,0.8293076753616333,0.8790851609408734,0.8274294462429348,0.8626494774313223,249144000
2000-02-28,0.8509093523025513,0.8640580586190366,0.8142806771340071,0.8274293834504923,328328000
2000-02-29,0.8612406253814697,0.8809632826823308,0.8457433059451092,0.8532571243541538,368961600
2000-03-01,0.9791087508201599,0.9922574586653234,0.8903555747653847,0.8908251571431863,1077003200
2000-03-02,0.9166528582572937,0.9612642811981237,0.9067911281623068,0.9542207471802681,311259200
2000-03-03,0.9617338180541992,0.963495178163301,0.9016259748185426,0.9382537983608269,323366400
2000-03-06,0.9443590641021729,0.9701868949757367,0.9391929562174407,0.9467068754527938,210560000
2000-03-07,0.9232270121574402,0.9575079327342579,0.9100783033289173,0.9499940122274065,273011200
2000-03-08,0.9166528582572937,0.9312103111364061,0.8908250286696224,0.9232268099650702,271230400
2000-03-09,0.9185312390327454,0.9391929621521371,0.8884772672848188,0.9081999260480305,276718400
2000-03-10,0.9448286294937134,0.96126431182005,0.9091389683574642,0.9143050761495618,248606400
2000-03-13,0.911486804485321,0.9504633380351211,0.8978685169205302,0.9175919761051423,303956800
2000-03-14,0.8584223389625549,0.9335580072245626,0.8565440099539128,0.9107823149865742,428579200
2000-03-15,0.873449444770813,0.9035042196044328,0.85748334408892,0.8687538219536071,443609600
2000-03-16,0.9133655428886414,0.9166533229425483,0.8603011098827505,0.8814333277156594,378100800
2000-03-17,0.9391931891441345,0.9391931891441344,0.8988078946508402,0.9025653567837457,305043200
2000-03-20,0.9241662621498108,0.9485853524055156,0.9194705379045587,0.9279236240162451,204489600
2000-03-21,1.013858675956726,1.0274768581361777,0.9138350780038013,0.9208786090410297,524328000
2000-03-22,1.0833590030670166,1.0847685524141044,0.9885006757192539,0.9976580817507755,567996800
2000-03-23,1.0617583990097046,1.1298497523653452,1.0518966671220682,1.0669236047261665,562564800
2000-03-24,1.0420351028442383,1.081481234206168,1.0180854939744388,1.0702107533193743,446913600
2000-03-27,1.0486094951629639,1.0875860305176328,1.0284164527571384,1.0340521426684461,279182400
2000-03-28,1.0453228950500488,1.066923789293672,1.0302950519961274,1.031234216949472,202966400
2000-03-29,1.0213733911514282,1.0476708150888725,1.0055242536342592,1.0472013328805165,239836800
2000-03-30,0.9448286294937134,1.0345216624426952,0.9424807178685232,1.0035278245568262,414400000
2000-03-31,1.020434021949768,1.0312340155370572,0.9467069792777854,0.9575078757152057,404633600
2000-04-03,1.0016493797302246,1.0481398302469898,0.9725345767191784,1.0180850601609321,328563200
2000-04-04,0.9565683603286743,0.9993014451800589,0.8772065587595155,0.996484052219673,660329600
2000-04-05,0.9795793294906616,0.9983628289514316,0.9316802120969732,0.9502288701640512,457665600
2000-04-06,0.9406023621559143,1.010572025176138,0.9260441082411746,0.9814572227297927,259627200
2000-04-07,0.9899095892906189,0.9908486536747089,0.942950351085686,0.9560990581630759,242435200
2000-04-10,0.9391931891441345,0.9974237202179611,0.9373149596611574,0.9894402166691835,212262400
2000-04-11,0.8973991274833679,0.9382538986406754,0.8870678133847434,0.9279234873921862,541822400
2000-04-12,0.8208545446395874,0.894111992238685,0.787983231644035,0.894111992238685,941136000
2000-04-13,0.8551352024078369,0.9016256423127494,0.8152195146944152,0.8377604115596506,529827200
2000-04-14,0.8405782580375671,0.8865982879327479,0.8189764636789959,0.8213243256067051,667620800
2000-04-17,0.9307407140731812,0.9312102963758169,0.8194458461569597,0.8227336746503874,409561600
2000-04-18,0.9532817006111145,0.9532817006111145,0.8969295091398701,0.9279234501932471,390924800
2000-04-19,0.9100783467292786,0.9786392883023042,0.8997470315689055,0.9481158281067272,520150400
2000-04-20,0.8931726813316345,0.9373145141255512,0.8795543954904378,0.9293318169047662,722120000
2000-04-24,0.9053825736045837,0.9053825736045837,0.8621798932013071,0.8640581223159293,443620800
2000-04-25,0.9640817046165466,0.9673694831056374,0.9171224689868307,0.917592051311461,391641600
2000-04-26,0.911486804485321,0.9617337141691963,0.9016258774262961,0.9514024022907471,366912000
2000-04-27,0.9523414969444275,0.9542206284843199,0.8759149540733198,0.8804936067395468,326603200
2000-04-28,0.9321494102478027,0.9579773411165942,0.9114868849827653,0.9551599474675792,249580800
2000-05-01,0.934028148651123,0.9401333234841108,0.9157142292195668,0.9382541908172657,226195200
2000-05-02,0.8856589198112488,0.9485850559243636,0.882841526271355,0.9260442022219068,236432000
2000-05-03,0.864527702331543,0.9110173587969637,0.8386998701877699,0.8936425106545064,489798400
2000-05-04,0.831655740737915,0.865936665765151,0.8307165757901497,0.8649975008173858,399515200
2000-05-05,0.8499703407287598,0.8621798831566517,0.8318903166797273,0.8325946400499206,284076800
2000-05-08,0.8274292349815369,0.8541961749764813,0.8264900705036397,0.8422213764583673,184900800
2000-05-09,0.792209267616272,0.8358823248775553,0.7879831776482122,0.8288379889058713,327140800
2000-05-10,0.7461892366409302,0.7889223288186151,0.7419622937841922,0.7818779925184681,535091200
2000-05-11,0.772486686706543,0.7832875815835546,0.7438414631457737,0.7616858419878648,499744000
2000-05-12,0.8086456656455994,0.8302465983379113,0.7871608996298973,0.796436126603994,306913600
2000-05-15,0.7588685154914856,0.811932876925263,0.7522937104122598,0.811932876925263,678932800
2000-05-16,0.7940875887870789,0.819445835327597,0.772017120538207,0.7852827953331887,440451200
2000-05-17,0.7616857886314392,0.7790605839393018,0.7541718701839292,0.7785910016550799,398092800
2000-05-18,0.7569903135299683,0.788452936671713,0.7560511487167852,0.7738955309589763,373777600
2000-05-19,0.7062736749649048,0.7457197962592866,0.7015771492369611,0.7457197962592866,740667200
2000-05-22,0.6757493019104004,0.7043953795810407,0.6461649122507409,0.7043953795810407,755507200
2000-05-23,0.6447561979293823,0.7015771141666278,0.6433475011047695,0.6799762267780988,517585600
2000-05-24,0.6588438749313354,0.6743403893082817,0.623623853777043,0.6475734501049654,678462400
2000-05-25,0.6556739211082458,0.6961769712330418,0.6461648050558683,0.6649491488792874,406750400
2000-05-26,0.6489822268486023,0.6752796372360508,0.6405300467025967,0.6611917674761061,181148800
