Price,Close,High,Low,Open,Volume
Ticker,PG,PG,PG,PG,PG
Date,,,,,
2000-01-03,27.399295806884766,27.591010996204076,27.015865428246148,27.55905846465086,4275000
2000-01-04,26.8720760345459,27.702841762129957,26.520598226721873,27.19160131438592,4270800
2000-01-05,26.36082649230957,26.935971797596327,26.201063907507695,26.808161729754826,5098400
2000-01-06,27.575027465820312,27.97443400501238,26.856095695274593,26.872071956842273,6524200
2000-01-07,29.77975082397461,29.90756091334789,27.910528266890367,28.006385833920326,9832000
2000-01-10,29.635974884033203,29.987452753277804,29.23656821443707,29.604022350465517,6862000
2000-01-11,30.099292755126953,30.09929275512695,29.252550443013508,29.492194493611652,4421800
2000-01-12,29.90757179260254,30.259049666233555,29.68390405483735,29.811714190703174,6231600
2000-01-13,29.39632797241211,29.907568458888843,29.284494115995326,29.87561592848405,5285200
2000-01-14,29.90757179260254,29.90757179260254,29.492188851038616,29.524141385005073,4904400
2000-01-18,29.89158821105957,30.163184683313986,29.66792052802652,29.89158821105957,4456800
2000-01-19,29.573108673095703,29.733309695160145,29.10852570910883,29.220666424553936,5553400
2000-01-20,28.852201461791992,29.284744182207533,27.58661350205764,29.22066377918301,10231800
2000-01-21,26.32103157043457,28.868228174025013,25.504006244754617,28.868228174025013,24378800
2000-01-24,26.433162689208984,27.907011760364878,24.302489575472745,24.606871448863636,28554600
2000-01-25,24.991357803344727,26.577347817787757,24.863196994096803,26.561327716631766,17097800
2000-01-26,25.7923641204834,25.84042442629796,25.327781164275933,25.3758414700905,10243200
2000-01-27,26.673486709594727,26.769607382422095,25.936561551251568,26.1448230090442,8989000
2000-01-28,25.71225357055664,26.577338737416486,25.471952135317792,26.577338737416486,9583400
2000-01-31,25.90450668334961,25.92052678643146,25.215642250830108,25.696245343285575,4518200
2000-02-01,25.50400733947754,25.85644965195776,25.311766078124695,25.80838933661955,4044200
2000-02-02,25.279726028442383,25.632168343160842,25.199625502370004,25.56808792230294,3920800
2000-02-03,25.071460723876953,25.584104010243767,24.78309887529562,25.584104010243767,6259600
2000-02-04,24.286489486694336,25.03943474122905,24.094248145111003,25.02341462943044,7647800
2000-02-07,23.901996612548828,24.302499236753736,23.72577545789867,24.094237872167184,6464400
2000-02-08,24.54279327392578,24.57483347402229,23.789848571657824,24.094230472574658,6787800
2000-02-09,24.094242095947266,24.574845329244088,24.030161664841025,24.41464425147848,6255800
2000-02-10,23.437410354614258,24.27045569872905,23.084968093642615,24.030154157157476,5267800
2000-02-11,24.030149459838867,24.078209758758547,23.40536557388306,23.40536557388306,5335000
2000-02-14,23.54954719543457,24.04617029955598,23.325265793573287,24.014130099290078,5252200
2000-02-15,24.54279327392578,24.558813373974036,23.613627471127025,23.709748071416552,6864000
2000-02-16,24.10625457763672,24.670963315873433,23.837917801311473,24.558822573528555,5314600
2000-02-17,24.142290115356445,24.35055141031307,23.83790822272753,24.0942298165203,4682400
2000-02-18,24.00212287902832,24.206379222567524,23.581595112918198,24.046178168811288,4651600
2000-02-22,23.805877685546875,23.950058640573744,23.08497291041255,23.66169673052001,5226800
2000-02-23,23.229156494140625,23.805880379512395,23.10099563072468,23.805880379512395,5357000
2000-02-24,22.684473037719727,23.293237144664182,22.18784968731767,23.165076280044296,7223200
2000-02-25,21.819381713867188,22.812628164865544,21.819381713867184,22.748547748672102,7177200
2000-02-28,22.652423858642578,23.068946503851,21.787338364748166,21.995599687352378,7081600
2000-02-29,22.524259567260742,23.036902743756006,22.36405857460597,22.940782148163144,6661800
2000-03-01,22.620389938354492,22.732530681674945,22.26794760220449,22.556309513599945,4153600
2000-03-02,22.380081176757812,22.668442995785473,22.219880166186893,22.55630228838583,3565800
2000-03-03,22.668441772460938,23.020883976697082,22.299979468032245,22.50824077053542,4902200
2000-03-06,22.41212272644043,22.668444358765697,22.20386140017615,22.65242425674537,3668600
2000-03-07,15.635618209838867,18.55127652355882,14.674412172348774,14.866653379846792,137287200
2000-03-08,14.866655349731445,15.811841411837214,14.642373911265668,15.635620281614106,74584200
2000-03-09,14.802572250366211,15.251135045831854,14.482170253605037,14.994813448422915,34217200
2000-03-10,13.777290344238281,14.802577067530432,13.520968663415244,14.642376017016034,48561600
2000-03-13,14.674415588378906,14.674415588378908,13.649128909714879,13.777289744547883,35996800
2000-03-14,14.289933204650879,14.86665696627356,14.12973215975569,14.72247602586789,20742000
2000-03-15,14.994818687438965,14.994818687438967,14.001572150450487,14.466155208074131,24737400
2000-03-16,15.347250938415527,15.5074518876683,15.05888922976054,15.299190653639696,27405200
2000-03-17,14.770535469055176,15.347259196697244,14.610334433599046,15.347259196697244,22202400
2000-03-20,14.898696899414062,15.13098841021138,14.722475753291961,14.962777316185738,11856000
2000-03-21,14.610334396362305,14.738495224400571,14.38605294729534,14.658394706876656,14933000
