Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2000-01-03,35.72672653198242,36.35888844917031,34.32830774547587,35.97576001451098,53228400
2000-01-04,34.51987075805664,35.89913307469375,34.40493223167021,34.8072170740227,54119000
2000-01-05,34.88383865356445,35.66925182478694,33.523732918032835,34.060112644721364,64059600
2000-01-06,33.71529006958008,34.90298778794028,33.217223284461284,34.38576458800922,54976600
2000-01-07,34.155879974365234,34.404913311250674,32.891556879408355,33.293841500531,62013600
2000-01-10,34.40493392944336,34.845531635666745,34.136744021307386,34.76890594762789,44963600
2000-01-11,33.52375411987305,35.017955732073105,33.31303337969099,34.175072771344865,46743600
2000-01-12,32.43182373046875,33.37048844564475,32.010382429777486,33.25554990909259,66532400
2000-01-13,33.044822692871094,33.29385613925215,31.110024378679803,31.991219650489697,83144000
2000-01-14,34.40493392944336,34.92215732370559,32.41266604043327,32.85326374665666,73416400
2000-01-18,35.343589782714844,35.70756171001651,34.251674000809835,34.27083041803624,81483600
2000-01-19,32.7957878112793,34.175049915491975,32.48928512145425,33.86854722566694,97568200
2000-01-20,32.48928451538086,33.619513163026774,32.450971679867436,32.814943617244936,56349800
2000-01-21,31.799659729003906,32.8724193343197,31.646408356815936,32.79579364822572,68416200
2000-01-24,31.033397674560547,32.393503375112275,30.89930274633714,31.81402172100397,63597600
2000-01-25,31.512296676635742,31.83795566964657,30.51616328624969,30.956760747381985,59823200
2000-01-26,30.458696365356445,31.72301961071086,30.382070714122843,31.397360592968056,49365000
2000-01-27,30.26714324951172,31.014243620860423,29.80738917483559,30.616747910463353,63654800
2000-01-28,30.11389923095703,30.72690481326659,29.807396439802254,30.075586382062685,58225400
2000-01-31,29.998952865600586,30.094734962872614,29.07944473178907,29.922327187782958,73194200
2000-02-01,31.550617218017578,31.646399298217997,29.941478270650563,30.190511679171646,70196600
2000-02-02,30.899316787719727,31.857138138857966,30.8035346526059,31.39738389031161,49915600
2000-02-03,31.761333465576172,31.93374118643877,30.688574313542237,31.282423129846737,49186000
2000-02-04,32.66168212890625,33.102279600439886,31.91937117143111,31.9912077157029,55365400
2000-02-07,32.68085479736328,32.75748048270294,31.95291078663655,32.738324061368026,40005800
2000-02-08,33.69614028930664,33.715296707890666,32.62338084860103,32.62338084860103,56229000
2000-02-09,31.876270294189453,33.542878176157295,31.83795746931663,33.542878176157295,55090000
2000-02-10,32.48928451538086,32.66169227519125,31.416525121005076,31.842755416091883,54527800
2000-02-11,30.631103515625,32.14446009957395,30.382070153709346,32.14446009957395,115559000
2000-02-14,30.535329818725586,31.186648020630646,30.362922059397775,31.028607574580153,81028600
2000-02-15,30.20967674255371,30.650274437594128,30.07558179188924,30.57364875150014,71027600
2000-02-16,29.922325134277344,30.707738278006776,29.76907378915941,30.420392005910646,65202600
2000-02-17,30.535329818725586,30.554486236428673,29.773862215027755,30.190514300069964,80343400
2000-02-18,29.13690185546875,30.669414773573614,29.079432621039818,30.650258362097304,79063000
2000-02-22,28.753780364990234,29.76907041118909,28.447277709533974,29.156065100276574,66296200
2000-02-23,28.88788604736328,29.34764020196323,28.217411238571696,28.65800897006331,75847200
2000-02-24,29.041133880615234,29.385949454395625,28.19825136692983,28.887882514490617,69733200
2000-02-25,27.987537384033203,29.026773457328073,27.73850385494872,29.021984350999524,65301400
2000-02-28,28.064149856567383,28.2365576031265,27.010546960928334,27.66186511459611,76131800
2000-02-29,27.393674850463867,28.12161865767899,27.240423522629104,28.12161865767899,58437400
2000-03-01,27.83427619934082,28.83998817488479,27.25958364188712,27.47030424628681,106889800
2000-03-02,28.61969757080078,29.2327031412597,27.930066304034497,28.140786968879752,106932600
2000-03-03,29.462570190429688,30.305452562587625,28.772939158664105,29.04112900435072,101435200
2000-03-06,27.77679443359375,29.84568670864763,27.62354315396013,29.424245689655173,93609400
2000-03-07,28.466434478759766,29.88400927783663,28.17908823570364,29.46256812135432,135061000
2000-03-08,29.290172576904297,29.481736818741474,27.89175361149291,28.753792699760204,94290000
2000-03-09,30.6502628326416,30.6502628326416,29.11774969100952,29.213531762361526,88198800
2000-03-10,30.956789016723633,31.41654330905121,30.497034724396052,30.516191153243035,85589000
2000-03-13,30.037269592285156,30.72690078190395,29.884018216814315,29.922331060682026,61831800
2000-03-14,29.156063079833984,30.420386445976586,29.156063079833984,30.228822299591343,73489200
2000-03-15,29.232690811157227,29.615819131093758,28.71546757924291,28.98365740319848,53208000
2000-03-16,29.232690811157227,29.634975547090583,28.58137266726513,29.405098555128667,77300800
2000-03-17,30.458696365356445,30.497009190973245,28.96449616630122,29.194373120002023,81161600
2000-03-20,29.845691680908203,30.57363538044255,29.577501896869233,30.267132770112298,47773000
2000-03-21,31.49315071105957,31.608089217304315,29.577508940313855,29.654134611143686,81648800
2000-03-22,31.64640235900879,32.37434623893756,30.995084150651465,31.512307433758753,93975800
2000-03-23,34.28997802734375,34.59648062423621,32.680839393658346,32.73830863057568,148224000
2000-03-24,34.232513427734375,35.247803417476916,33.58119532110708,34.51985965124641,112196800
2000-03-27,31.895437240600586,33.17891729772986,31.85712440307434,33.03045505231565,111434000
2000-03-28,31.972068786621094,32.92988990066007,31.37821969591693,31.76134814153252,81114400
2000-03-29,32.85326385498047,33.38964367302097,32.2211019265756,32.240258348648474,64363800
2000-03-30,31.68471908569336,33.29385838629689,31.416529202259436,32.54675799673097,64178400
2000-03-31,32.56591033935547,33.17891571044922,31.91459213256836,32.48928466796875,64281400
2000-04-03,27.853429794311523,29.577507291896143,27.585239961353917,28.945345542781784,260118200
2000-04-04,27.144649505615234,28.198252697435162,26.03357704878695,28.06415774574899,181244400
2000-04-05,26.474172592163086,27.125490875906603,26.320921231282256,27.048865195466192,82887600
2000-04-06,26.359228134155273,26.972233439600746,26.134140248562016,26.933920608010403,66421400
2000-04-07,27.29790496826172,27.39368709095737,26.0527373732182,26.665742958470393,82613600
2000-04-10,26.37839126586914,27.163804513436776,26.35923484519676,27.163804513436776,60685400
2000-04-11,25.70791244506836,26.37838706174302,25.592973939352703,26.09104079745388,71961800
2000-04-12,24.328651428222656,25.209846676803952,24.137087243748464,25.171533839909113,153003800
2000-04-13,24.29034996032715,25.209858476175494,24.21372425067312,24.788417073078335,94316200
2000-04-14,22.719514846801758,24.366967019504077,22.451324958222312,24.252028495827172,151217800
2000-04-17,23.255887985229492,23.29420081551817,22.374692888589824,22.757821191476634,119772200
2000-04-18,24.692623138427734,25.114064340169715,23.25589176885281,23.4474559514628,91794600
2000-04-19,24.117929458618164,24.979968239903165,23.945521702361162,24.960811822541277,53715400
2000-04-20,24.194557189941406,24.481903474857578,23.75395955306995,24.09877509496935,52387400
2000-04-24,20.420743942260742,20.84218518684774,19.92267701683975,20.612308144345743,313645800
2000-04-25,21.26361846923828,21.301931295308982,20.727238904248487,21.072054338884783,159517400
2000-04-26,20.84218978881836,21.80001101073097,20.650625544435837,21.45519537084243,107091200
2000-04-27,21.397714614868164,21.436027443184848,20.650614462692822,20.669770876851164,77669800
2000-04-28,21.378555297851562,21.761683528995857,20.91880142047841,21.685057882766998,78082600
